location,event,date,artists,genre,coordinates
Zürich,Yumi-Ito-&-Silvian-Jeger,2014-04-25,"[' Yumi Ito ', ' Silvian Jeger ']",,"(47.3768866, 8.541694)"
Winterthur,Junior,2014-04-25,['Junior '],Pop,"(47.49881959999999, 8.723688899999999)"
Aarau,Yoav,2014-04-25,['Yoav '],Pop,"(47.390434, 8.045701499999998)"
Baden,Psychobilly-Night,2014-04-25,['Starlite Wranglers '],,"(47.47288, 8.308089999999998)"
Schaffhausen,Keith-&-Tex,2014-04-25,"['Keith & Tex ', ' The Heavy Allstars ', ' After-Party mit Commander K ', ' Rocket Ship Scorcher Crew ']",,"(47.6958897, 8.6380488)"
Luzern,Adam-Bomb,2014-04-25,['Adam Bomb '],,"(47.05016819999999, 8.309307200000001)"
Grenchen,Boris-Pilleri's-Jammin',2014-04-25,"[' Boris Pilleri ', ' Claude Barbotte ', ' Marcel Suk ', ' Martin Kissling ']",,"(47.1922876, 7.3958907)"
Düdingen,Kode9,2014-04-25,['Kode9 '],Electronic,"(46.84641980000001, 7.191017899999999)"
Zürich,Loco-Escrito,2014-04-25,['Loco Escrito '],,"(47.3768866, 8.541694)"
Münchenstein,The-Pussywarmers,2014-04-25,['The Pussywarmers '],Pop,"(47.5226485, 7.615066100000002)"
Sankt-Gallen,Ja-Panik,2014-04-25,"['Ja Panik ', ' Die Heiterkeit ', ' Chris Imler ']",,"(47.4244818, 9.3767173)"
Zürich,Ikarus,2014-04-25,"[' Stefanie Suhner ', ' Andreas Lareida ', ' Lucca Fries ', ' Mo Meyer ', ' Ramón Oliveras ']",,"(47.3768866, 8.541694)"
Zürich,You-Rock-4-Life,2014-04-25,['Sinobusi '],,"(47.3768866, 8.541694)"
Lausanne,High-Wolf-&-Chicaloyoh,2014-04-25,"['High Wolf ', ' Chicaloyoh ']",,"(46.516054, 6.608998000000001)"
Kriens,Soft-Metals,2014-04-25,"['Soft Metals ', ' Painted Palms ']",Pop,"(47.03419779999999, 8.277255199999997)"
Zürich,Latin-Touch,2014-04-25,[' dance animation by Ismaray Aspirina '],,"(47.3768866, 8.541694)"
Zürich,Herbst-in-Peking,2014-04-25,['Herbst in Peking '],,"(47.3768866, 8.541694)"
Lausanne,Hundebiss-Showcase,2014-04-25,"['Dracula Lewis ', ' Stargate ', ' Sewn Leather ', ' Primitive Art ']",,"(46.516054, 6.608998000000001)"
Zürich,Kabaka-Pyramid,2014-04-25,['Kabaka Pyramid '],,"(47.3768866, 8.541694)"
Bern,Lo-&-Leduc,2014-04-25,['Lo & Leduc '],,"(46.9479739, 7.447446800000001)"
Dietikon,Muñoz-&-Mariano,2014-04-25,['Muñoz & Mariano '],,"(47.4053885, 8.39977)"
Basel,Mittagskonzert,2015-04-17,['Daniel Pochwala '],Classic,"(47.55959860000001, 7.588576099999999)"
Zermatt,Zermatt-Unplugged,2015-04-17,"[""Ronnie Scott's All Stars ""]",,"(46.0207133, 7.749117000000001)"
Cully,Cully-Jazz,2015-04-17,"['Ester Rada ', ' Ester Rada ', ' Ben Hozer ', ' Michael Guy ', ' Don Mayo ', ' Maayan Milo ', ' Gal Dahan ', ' Lior Romano ', ' Inon Peretz ']",,"(46.4895985, 6.7290888)"
Zermatt,Zermatt-Unplugged,2015-04-17,['Sunset Sons '],Pop,"(46.0207133, 7.749117000000001)"
Zürich,Werner-und-Company,2015-04-17,['Werner und Company '],Pop,"(47.3768866, 8.541694)"
Basel,Vortragsstunde,2015-04-17,[' Daniel Pochwala '],Classic,"(47.55959860000001, 7.588576099999999)"
Luzern,Piano-Entertainment,2015-04-17,['Dezsö Balogh '],Classic,"(47.05016819999999, 8.309307200000001)"
Basel,Proms-Concert,2015-04-17,"['George Humphreys ', ' Michael Reid ']",Classic,"(47.55959860000001, 7.588576099999999)"
Dietikon,Feierabendmusik,2015-04-17,[' Bernhard Hörler '],Classic,"(47.4053885, 8.39977)"
Uster,Un-palco-all'opera,2015-04-17,"['Camilla Antonini ', ' Massimo Montanari ', ' Roberto Maietta\t']",Classic,"(47.3482747, 8.717873899999999)"
Zürich,Konzert,2015-04-17,['Pavel Pozdyshev '],Classic,"(47.3768866, 8.541694)"
Zürich,Tonhalle-Orchester-Zürich,2015-04-17,['Anna Prohaska '],Classic,"(47.3768866, 8.541694)"
Schönenwerd,Dechen-Shak-Dagsay-&-Ensemble,2015-04-17,"['Hank Shizzoe ', ' Thomy Jordi ', ' Tosho Yakkatokuo ', ' Thomas Niggli ']",,"(47.3736954, 8.0023269)"
Zürich,Kammermusik,2015-04-17,"['Anna Miklashevich ', ' conductor: Polina Nikiforova ']",Classic,"(47.3768866, 8.541694)"
Dübendorf,Pasta-&-Piano,2015-04-17,"[' Thomas Grüninger ', ' Timon Roth ']",,"(47.3971476, 8.618012799999999)"
Cully,Cully-Jazz,2015-04-17,"['FM Laeti ', ' Laetitia Bourgeois ', ' Ludovic Bruni ', ' Christophe Disco Minck ', ' Manu Dyiens ']",,"(46.4895985, 6.7290888)"
Zürich,Bach-erhaben,2015-04-17,"[' Miriam Feuersinger ', ' Alex Potter ']",Classic,"(47.3768866, 8.541694)"
Basel,Frühlingskonzert,2015-04-17,"['Simone Hofstetter und Andrea Wiesli ', ' Regina Graus ', ' Simone Hofstetter ', ' Walter Siegel ', ' Markus J. Frey ']",Classic,"(47.55959860000001, 7.588576099999999)"
Aarau,Balboa,2015-04-17,"[' Reduction ', ' Strength ']",,"(47.390434, 8.045701499999998)"
Zürich,Moscow-Art-Trio,2015-04-17,"[' Arkady Shilkloper ', ' Sergey Starostin ', ' Misha Alperin ', ' Sonia Borisova ']",,"(47.3768866, 8.541694)"
Bern,Alkinoos-Ioannidis,2015-04-17,"['Alkinoos Ioannidis ', ' Yiorgos Kaloudis ', ' Vaggelis Lappas ']",,"(46.9479739, 7.447446800000001)"
Zürich,Ali-As,2015-04-17,['Ali As '],,"(47.3768866, 8.541694)"
Basel,Blues-Festival-Basel,2015-04-17,"['Mitch Kashmar Blues Band ', ' A Contra Blues ']",,"(47.55959860000001, 7.588576099999999)"
Basel,Jazzfestival-Basel,2015-04-17,"['Yaron Herman Duo ', ' Paolo Freso Duo ', ' Yaron Herman ', ' Adam Baldych ', ' Bebo Ferra ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Peter-Gabriel-Tribute,2015-04-17,"[' Daniel Rohr ', ' Bruno Amstad ', ' Anna Kaenzig ', ' Levin Deger ', ' Tobey Lucas ', ' George Vaine ']",Pop,"(47.3768866, 8.541694)"
Münchenstein,Rock-Night,2015-04-17,"['Devotion ', ' I Cut out your Name ']",,"(47.5226485, 7.615066100000002)"
Zürich,Allemano-Reisinger-Weber,2015-04-17,"[' Lina Allemano ', ' Wolfgang Reisinger ', ' Christian Weber ']",,"(47.3768866, 8.541694)"
Winterthur,Wyrsch-Diallo,2015-04-17,"[' Linus Wyrsch ', ' Claude Diallo ']",,"(47.49881959999999, 8.723688899999999)"
Winterthur,The-Noise,2015-04-17,"['The Noise ', ' Zach Mathieu ']",,"(47.49881959999999, 8.723688899999999)"
Liebefeld,Black-Box,2015-04-17,"[' Andreas Tschopp ', ' Marc Stucki ', ' Kyle Shepherd ', ' Shane Cooper ', ' Kesivan Naidoo ']",,"(46.933331, 7.416668)"
Cully,Cully-Jazz,2015-04-17,"[' John Scofield & Jon Cleary ', ' Erika Stucky ', ' Bernhard Holl ', ' Georg Steiner ', ' Alexander Krenn ', ' Christoph Geza Haider Kroiss ', ' bugle) - Christian Wieder ', ' bugle) - Reinhold Bieber ', ' Albert Wieder ']",,"(46.4895985, 6.7290888)"
Basel,Carlo-Mombelli-&-the-Story-Tellers,2015-04-17,"[' Mbuso Khoza ', ' Adrian Mears ', ' Daniel Pezzotti ', ' Carlo Mombelli ', ' Dejan Terzic ']",,"(47.55959860000001, 7.588576099999999)"
Baden,Carmatango,2015-04-17,"['Carmatango ', ' Carlos Ramirez ', ' Marcelo Rossini ']",,"(47.47288, 8.308089999999998)"
Zug,King-King,2015-04-17,['King King '],,"(47.1661672, 8.5154946)"
Herisau,Delta-Moon,2015-04-17,['Delta Moon '],,"(47.3857009, 9.2798472)"
Zermatt,Zermatt-Unplugged,2015-04-17,['Melissa Etheridge '],Pop,"(46.0207133, 7.749117000000001)"
Zürich,Guillaume-Perret-&-The-Electric-Epic,2015-04-17,"['Guillaume Perret & The Electric Epic ', ' Guillaume Perret ', ' Philippe Bussonet ', ' Jim Grandcamp ', ' Yoann Serra ']",,"(47.3768866, 8.541694)"
Zürich,Miwata,2015-04-17,['Miwata '],,"(47.3768866, 8.541694)"
Zürich,Blockflöte-des-Todes,2015-04-17,['Blockflöte des Todes '],Pop,"(47.3768866, 8.541694)"
Zürich,The-Sinful-Saints,2015-04-17,['The Sinful Saints '],Pop,"(47.3768866, 8.541694)"
Wetzikon,Down-On-Knees-I'm-Weak,2015-04-17,"[""Down On Knees I'm Weak "", ' Blighter ']",,"(47.3270602, 8.801356)"
Rubigen,Jim-Liban-&-Sam-Burckhardt-&-The-Joel-Paterson-Trio,2015-04-17,"[' Jim Liban ', ' Sam Burckhardt ', ' Joel Paterson ', ' Beau Sample ', ' Alex Hall ']",,"(46.8999997, 7.543245300000002)"
Cully,Cully-Jazz,2015-04-17,['Dorian Wood '],,"(46.4895985, 6.7290888)"
Basel,Maria-Doyle-Kennedy,2015-04-17,['Maria Doyle Kennedy '],Pop,"(47.55959860000001, 7.588576099999999)"
Bern,Morgain,2015-04-17,"['Martina Lory ', ' Sara Trauffer ', ' Mathias Probst ', ' Hannes Boss ', ' Christoph Utzinger ']",,"(46.9479739, 7.447446800000001)"
Düdingen,Abwärts,2015-04-17,['Abwärts '],,"(46.84641980000001, 7.191017899999999)"
Zürich,5-Jahre-Halbstark,2015-04-17,['The Memories '],,"(47.3768866, 8.541694)"
Winterthur,Dälek,2015-04-17,['Dälek '],,"(47.49881959999999, 8.723688899999999)"
Basel,Reactory,2015-04-17,['Reactory '],,"(47.55959860000001, 7.588576099999999)"
Solothurn,Dog-Eat-Dog,2015-04-17,['Dog Eat Dog '],,"(47.2088348, 7.532291)"
Zürich,Umse,2015-04-17,['Umse '],,"(47.3768866, 8.541694)"
Schaffhausen,John-The-Conqueror,2015-04-17,['John The Conqueror '],,"(47.6958897, 8.6380488)"
Basel,Hommage-an-Bach,2015-04-17,"['Jana Karsko ', ' Bodo Friedrich ', ' Georg Dettweiler ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zermatt,Zermatt-Unplugged,2015-04-17,['Charlie Winston '],,"(46.0207133, 7.749117000000001)"
Zermatt,Zermatt-Unplugged,2015-04-17,['Kill it Kid '],,"(46.0207133, 7.749117000000001)"
Zermatt,Zermatt-Unplugged,2015-04-17,['Yalta Club '],Pop,"(46.0207133, 7.749117000000001)"
Düdingen,Bad-Bonn-Kilbi,2014-05-29,"['Black Lips ', ' Wild Beasts ', ' Superchunk ', ' Jungle ', ' Acid Arab ', ' Bombino ', ' Wooden Shjips ', ' Hospitality ', ' Forest Swords ', ' Larry Gus ', ' Fitz ']",Pop,"(46.84641980000001, 7.191017899999999)"
Zürich,Konzert-zur-Auffahrt,2014-05-29,"[' Brigitte Brouwer ', ' Ariane Ursprung-Iezzi ', ' Andreas Berchtold ', ' Sarah Erlanger ']",Classic,"(47.3768866, 8.541694)"
Zürich,Frühlingskonzert,2014-05-29,[' Roland Küng '],Classic,"(47.3768866, 8.541694)"
Baden,After-Work,2014-05-29,"[' Nic Niedermann ', ' Phillipe Kuhn ', ' Eddie Walker ', ' Thom Wettstein ']",,"(47.47288, 8.308089999999998)"
La-Sagne,Festival-des-Gouttes,2014-05-29,"['Mike & The Mechanics ', ' Murray Head ']",,"(47.0393833, 6.799617199999999)"
Luzern,Zaubersee-Abendkonzert,2014-05-29,"['Nikolai Lugansky ', ' Alena Baeva ', ' Mischa Maisky ']",Classic,"(47.05016819999999, 8.309307200000001)"
Zürich,Los-Van-Van,2014-05-29,['Los Van Van '],,"(47.3768866, 8.541694)"
Winterthur,Bonebreaker-Ball-Tour,2014-05-29,[' Death Mechanism '],,"(47.49881959999999, 8.723688899999999)"
Zürich,Sivert-Høyem,2014-05-29,['Sivert Høyem '],,"(47.3768866, 8.541694)"
Baden,Blues-Festival-Baden,2014-05-29,['Larry Garner &  Norman Beaker Band '],,"(47.47288, 8.308089999999998)"
Zürich,John-Herzig,2014-05-29,['John Herzig '],traditional,"(47.3768866, 8.541694)"
Winterthur,Pittini-Gonçalves,2014-05-29,"[' Allesandro Pittini ', ' Benjamin Gonçalves ']",,"(47.49881959999999, 8.723688899999999)"
Liebefeld,676-NuevoTango-Quintett,2014-05-29,"[' Michael Zisman ', ' Daniel Zisman ', ' Gerardo Vila ', ' Sebastien Fulgido ', ' Winfried Holzenkamp ']",,"(46.933331, 7.416668)"
Zürich,Shooting-Star-III,2014-05-29,['Andreas Kümmert '],Pop,"(47.3768866, 8.541694)"
Baden,JRP,2014-05-29,"[' Christoph Baumann ', ' Hämi Hämmerli ', ' Tony Renold ']",,"(47.47288, 8.308089999999998)"
Bern,Discosaster,2014-05-29,['Discosaster '],Pop,"(46.9479739, 7.447446800000001)"
Thun,Carla-Bley-Trio,2014-05-29,"['Carla Bley Trio ', ' Carla Bley ', ' Andy Sheppard ', ' ss) Steve Swallow ']",,"(46.7579868, 7.6279881)"
Thun,Loose-Connection,2014-05-29,['Loose Connection '],,"(46.7579868, 7.6279881)"
Aarau,Solander,2014-05-29,['Solander '],,"(47.390434, 8.045701499999998)"
Basel,Nils-Wogram-Trio,2014-05-29,"[' Nils Wogram ', ' Raffaele Bossard ', ' Jonas Ruther ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Sting-Operation,2014-05-29,"[' Felix Straumann ', ' Matthias Siegrist ', ' Peter Leuzinger ', ' Peter Preibisch ']",,"(47.3768866, 8.541694)"
Luzern,OJM,2014-05-29,['OJM '],,"(47.05016819999999, 8.309307200000001)"
Zürich,Zoë-Boekbinder,2014-05-29,['Zoë Boekbinder '],,"(47.3768866, 8.541694)"
Basel,Chapter-A,2014-01-13,"[' Johanna Greulich ', ' Stephen Menotti ', ' Ellen Fallowfield ', ' Clemens Hund-Göschel ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Old-School-Piano-Blues,2014-01-13,['Andy Boller '],,"(47.3768866, 8.541694)"
Baden,Karin-Meiers-Forest-Radio,2014-01-13,"[' Karin Meier ', ' Hannes Bürgi ', ' Claude Meier ', ' Christoph Steiner ']",,"(47.47288, 8.308089999999998)"
Basel,Gitarrenrezital,2014-01-13,[' Fuyuki Matsumoto '],Classic,"(47.55959860000001, 7.588576099999999)"
Winterthur,Monomontag,2014-01-13,['Gipsy Rufina '],Pop,"(47.49881959999999, 8.723688899999999)"
Basel,Jam-Session,2014-01-13,"[' Jörg Hurter ', ' Christian Gutfleisch ', ' Dominik Schürmann ', ' Andre Baader ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Julia-Sheer-abgesagt,2014-01-13,['Julia Sheer '],Pop,"(47.3768866, 8.541694)"
Zürich,Nik-Bärtsch's-Ronin,2014-01-13,"[' Kasper Rast ', ' Thomy Jordi ', ' Sha ', ' Bernhard Wagner ']",,"(47.3768866, 8.541694)"
Liestal,Christian-Tschanz,2015-03-22,['Christian Tschanz '],Pop,"(47.4866143, 7.733427200000001)"
Zürich,Immer-wieder,2015-03-22,[' Thomas Demenga '],Classic,"(47.3768866, 8.541694)"
Zürich,Kammermusik,2015-03-22,"['Josias Just ', ' Pierre Tissonnier ', ' See Siang Wong ']",Classic,"(47.3768866, 8.541694)"
Bern,Matineekonzert,2015-03-22,"['Denis Dafflon ', ' György Zerkula ', ' Etienne Murith ']",Classic,"(46.9479739, 7.447446800000001)"
Zürich,Wahlverwandtschaften-Eros-am-Abgrund,2015-03-22,"['Yoshiko Iwai ', ' Andreas Janke ', ' Katja Fuchs ', ' Thomas Grossenbacher ']",Classic,"(47.3768866, 8.541694)"
Zürich,Brunchkonzert,2015-03-22,"[' Alain Altinoglu ', ' Hanna Weinmeister ', ' Janet Van Hasselt ', ' Sebastian Eyb ', ' Claudius Herrmann ']",Classic,"(47.3768866, 8.541694)"
Zürich,Die-Geigenjagd,2015-03-22,"['Isabel Neligan ', ' Sebastian Tortosa ']",Classic,"(47.3768866, 8.541694)"
Schaffhausen,Wasserspiele,2015-03-22,"['Myriam Hidber Dickinson ', ' Anne-Sophie Vrignaud ']",Classic,"(47.6958897, 8.6380488)"
Zürich,Nuggi-Konzert,2015-03-22,"['Josias Just ', ' Pierre Tissonnier ', ' See Siang Wong ']",Classic,"(47.3768866, 8.541694)"
Aarau,Kolossal,2015-03-22,[' Varvara '],Classic,"(47.390434, 8.045701499999998)"
Thun,Sinfoniekonzert,2015-03-22,['Jonas Tschanz '],Classic,"(46.7579868, 7.6279881)"
Basel,D'un-matin-de-printemps,2015-03-22,"['Désirée Pousaz ', ' Vreni Rotzer ']",Classic,"(47.55959860000001, 7.588576099999999)"
Basel,Klavierabend,2015-03-22,['Ioana Erdei '],Classic,"(47.55959860000001, 7.588576099999999)"
Riehen,Gitarrenkonzert-und-Pastorale,2015-03-22,[' Fabian Cardozo '],Classic,"(47.58482739999999, 7.649911100000001)"
Niederweningen,Music-from-the-Beatles,2015-03-22,"[' Regula Arnitz ', ' Gregor Loepfe ', ' Eddi Walker ']",Pop,"(47.5077974, 8.378886399999999)"
Basel,Basler-Gesangverein,2015-03-22,"[' Katharina Persicke ', ' Rolf Romei ', ' Stefan Zenkl ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Musik-zur-Passion,2015-03-22,[' Tobias Lindner '],Classic,"(47.3768866, 8.541694)"
Zürich,Ein-deutsches-Requiem,2015-03-22,"[' Carmela Konrad ', ' Samuel Zünd ', ' Franziska Hildebrandt ', ' Anne Hinrichsen ']",Classic,"(47.3768866, 8.541694)"
Wädenswil,Werft-eure-Herzen-über-alle-Grenzen,2015-03-22,"['Eva Mattes ', ' Eva Mattes ', ' Irmgard Schleier ']",Pop,"(47.22968710000001, 8.6718189)"
Zürich,Con-calore,2015-03-22,[' Matthias Arter '],Classic,"(47.3768866, 8.541694)"
Solothurn,Black-Veil-Brides,2015-03-22,"['Black Veil Brides ', ' Fearless Vampire Killers ', ' Like A Storm ']",,"(47.2088348, 7.532291)"
Zürich,Britannische-Legenden-von-Marie-de-France,2015-03-22,"['Johanna Baer ', ' Cornelia Zehnder ']",Classic,"(47.3768866, 8.541694)"
Zürich,Max-Lässer-und-das-kleine-Überlandorchester,2015-03-22,"[' Markus Flückiger ', ' Töbi Tobler ', ' Patrick Sommer ', ' Max Lässer ']",traditional,"(47.3768866, 8.541694)"
Pratteln,Delain,2015-03-22,['Delain '],,"(47.5183198, 7.6919889)"
Zürich,Internationales-Country-Music-Festival,2015-03-22,['Bobby Flores & Yellow Rose Band '],,"(47.3768866, 8.541694)"
Zürich,Konzert,2015-03-22,"['Antonio Meneses ', ' Maria João Pires ']",Classic,"(47.3768866, 8.541694)"
Zürich,Selah-Sue,2015-03-22,"['Selah Sue ', ' support: Gabriel Rios ']",Pop,"(47.3768866, 8.541694)"
Zürich,Bratsch,2015-03-22,['Bratsch '],,"(47.3768866, 8.541694)"
Thun,The-Cry,2015-03-22,['The Cry '],Pop,"(46.7579868, 7.6279881)"
Bern,Barbouze-de-chez-Fior,2015-03-22,"[' Annick Rody ', ' Camille Stoll ', ' Laurence Crevoisier ', ' Sara Oswald ']",,"(46.9479739, 7.447446800000001)"
Verbier,Verbier-Festival,2014-07-24,"['Ray Chen ', ' Julien Quentin ']",Classic,"(46.0960814, 7.2285512)"
Verbier,Verbier-Festival,2014-07-24,[' Jonathan Papp '],Classic,"(46.0960814, 7.2285512)"
Nyon,Paléo-Festival,2014-07-24,"['St. Lô ', ' Klô Pelgag ', ' Lisa LeBlanc ']",,"(46.38326829999999, 6.2347852)"
Nyon,Paléo-Festival,2014-07-24,"['La Rue Ketanou ', ' The Parov Stelar Band ', ' Grand Corps Malade ', ' The Excitements ']",Pop,"(46.38326829999999, 6.2347852)"
Nyon,Paléo-Festival,2014-07-24,"['Matanza ', ' Cumbia All Stars ', ' Cimarron ', ' Bigote DJ Set ']",Electronic,"(46.38326829999999, 6.2347852)"
Luzern,Blue-Balls-Festival,2014-07-24,[' Blues Pills '],,"(47.05016819999999, 8.309307200000001)"
Luzern,Blue-Balls-Festival,2014-07-24,['Milhouse Palacios '],,"(47.05016819999999, 8.309307200000001)"
Luzern,Blue-Balls-Festival,2014-07-24,['Hellabama Honky Tonks '],,"(47.05016819999999, 8.309307200000001)"
Nyon,Paléo-Festival,2014-07-24,"['Elton John ', ' Zaz ', ' Trombone Shorty & Orleans Avenue ']",Pop,"(46.38326829999999, 6.2347852)"
Verbier,Verbier-Festival,2014-07-24,"[' Ekaterina Semenchuk ', ' Daniil Trifonov ']",Classic,"(46.0960814, 7.2285512)"
Saanen,Menuhin-Festival-Gstaad,2014-07-24,[' conductor: Christian Zacharias '],Classic,"(46.4741066, 7.285492099999998)"
Verbier,Verbier-Festival,2014-07-24,"[' Lawrence Power ', ' Frans Helmerson ']",Classic,"(46.0960814, 7.2285512)"
Luzern,Blue-Balls-Festival,2014-07-24,['Goldfrapp '],Pop,"(47.05016819999999, 8.309307200000001)"
Thun,Am-Schluss,2014-07-24,['Habib Koitè & Bamada '],,"(46.7579868, 7.6279881)"
Zürich,Radio-Moscow,2014-07-24,['Radio Moscow '],,"(47.3768866, 8.541694)"
Luzern,Blue-Balls-Festival,2014-07-24,"[""Fat Freddy's Drop "", ' Jamie Woon ']",,"(47.05016819999999, 8.309307200000001)"
Basel,Montreux-Jazz-Quartet-feat.-Olivier-Ker-Ourio,2014-07-24,"[' Olivier Ker Ourio ', ' Thomas Dobler ', ' Thierry Lang ', ' Stephan Kurmann ', ' Peter Schmidlin ']",,"(47.55959860000001, 7.588576099999999)"
St.-Moritz,Festival-da-Jazz,2014-07-24,"['Joshua Redman Quartet ', ' Joshua Redman ', ' Aaron Goldberg ', ' Reuben Rogers ', ' Gregory Hutchinson ']",,"(46.4907973, 9.835507899999998)"
Zürich,Stadtsommer,2014-07-24,"[' Joileah Concepcion ', ' Raphael Peter ', ' Martin Luzio ']",,"(47.3768866, 8.541694)"
St.-Moritz,Festival-da-Jazz,2014-07-24,"['Joshua Redman Quartet ', ' Joshua Redman ', ' Aaron Goldberg ', ' Reuben Rogers ', ' Gregory Hutchinson ']",,"(46.4907973, 9.835507899999998)"
Maggia,Magic-Blues-Festival,2014-07-24,"['Lucky Peterson ', ' Mike Seeber Trio ']",,"(46.24583759999999, 8.7056556)"
St.-Moritz,Festival-da-Jazz,2014-07-24,"[' Michael Bucher ', ' Thomas Bauser ', ' Lukas Mantel ']",,"(46.4907973, 9.835507899999998)"
Meiringen,Musikfestwoche-Meiringen,2014-07-06,"['Patrick Demenga ', ' Thomas Demenga ', ' Bernd Glemser ', ' Pilippe Litzler ']",Classic,"(46.7251614, 8.1909081)"
Zürich,Festspiele-Zürich,2014-07-06,"[' Lise de la Salle ', ' Sen Guo ', ' Anna Stéphany ', ' Mauro Peter ', ' Erik Anstine ']",Classic,"(47.3768866, 8.541694)"
Winterthur,Ein-deutsches-Requiem,2014-07-06,"[' Stephanie Jagsch-Pfeffer ', ' Jens Hamann ', ' Carl Wolf ']",Classic,"(47.49881959999999, 8.723688899999999)"
Schmidrüti,Orgelkonzert,2014-07-06,['Renate Steiner '],Classic,"(47.41484, 8.90336)"
Winterthur,Streichtrio-Tritoni,2014-07-06,"[' Doris Dubach ', ' Jannai Balikavlayan ', ' Campbell Banks ']",Classic,"(47.49881959999999, 8.723688899999999)"
Zürich,Benefizkonzert-für-HEKS-und-Fukushima-in-Japan,2014-07-06,"[' Yuka Tsuboi ', ' Sachiko Uchida ', ' Takayuki Kiryu ', ' Keita Kitade ', ' Kiyomi Higaki ']",Classic,"(47.3768866, 8.541694)"
Zürich,Festspiele-Zürich-Benefizkonzert,2014-07-06,"[' Soyoung Yoon ', ' Romaine Bolinger ', ' Elvin Ganiyev ', ' Alexander Boldachev ']",Classic,"(47.3768866, 8.541694)"
-Alte-Kirche,Boswil,2014-07-06,"[' Mona Asuka Ott ', ' Ursula Bernhard-Füri ', ' Thomas E. Bauer ']",Classic,"(47.30297299999999, 8.320458000000002)"
Zürich,Festspiele-Zürich,2014-07-06,"[' Nik Bärtsch ', ' Sha ']",,"(47.3768866, 8.541694)"
Marly,Jazz-Parade,2014-07-06,"['S-Crew ', ' Alice Francis ']",,"(46.7782221, 7.1567605)"
Montreux,Montreux-Jazz-Festival,2014-07-06,"['Buddy Guy ', ' Tedeschi Trucks Band ']",,"(46.4312213, 6.910679899999999)"
Montreux,Montreux-Jazz-Festival,2014-07-06,"['Buika ', ' Iván Lewis & Ayer y Hoy Quartet ']",,"(46.4312213, 6.910679899999999)"
Elgg,Von-Engeln-und-Gottfernen,2014-07-06,"['Meret Burkhard ', ' Rudolf Meyer ']",Classic,"(47.4910721, 8.866546099999999)"
Montreux,Montreux-Jazz-Festival,2014-07-06,"['Eels ', ' Temples ']",,"(46.4312213, 6.910679899999999)"
Vevey,Montreux-Jazz-Festival,2014-07-06,['Alim Qasimov Ensemble '],,"(46.4628333, 6.841919199999999)"
Montreux,Montreux-Jazz-Festival,2014-07-06,[' Drenge '],,"(46.4312213, 6.910679899999999)"
Zürich,Top-Party-Band-Krokodili,2015-10-06,['Top Party Band Krokodili '],,"(47.3768866, 8.541694)"
Zürich,Benny's-From-Heaven,2015-10-06,"[' Simon Wyrsch ', ' Dave Ruosch ', ' Kalli Gerhards ', ' Martin Meyer ']",,"(47.3768866, 8.541694)"
Zürich,20-Jahre-Amar-Quartett-Oder-die-Liebe-zu-Paul-Hindemith,2015-10-06,"['Maria Riccarda Wesseling ', ' Péter Somodari ']",Classic,"(47.3768866, 8.541694)"
Zürich,Richard-Thompson,2015-10-06,['Richard Thompson '],,"(47.3768866, 8.541694)"
Zürich,Arcane-Roots,2015-10-06,['Arcane Roots '],,"(47.3768866, 8.541694)"
Kriens,ZS,2015-10-06,"['ZS ', ' PC Worship ', ' DJ Sam Hillmer ']",,"(47.03419779999999, 8.277255199999997)"
Zürich,Sophie-Zelmani,2015-10-06,['Sophie Zelmani '],Pop,"(47.3768866, 8.541694)"
Solothurn,Glenn-Hughes,2015-10-06,['Glenn Hughes '],,"(47.2088348, 7.532291)"
