,location,event,date,artists,genre,coordinates
886,Bulle,FRANCOMANIAS,2012-05-18,[HUBERT FELIX THIEFAINE],,"(46.6154512, 7.057726799999999)"
887,Carouge,LOKOS,2012-05-19,[ONE HOUR BEFORE BREAKFAST],,"(46.1829674, 6.1378539)"
888,La Chaux du Milieu,CORBAK,2012-05-23,[LES AVENTURES DE ROSALIE LA PETITE SOURIS],,"(47.0131911, 6.703647699999999)"
889,La Chaux du Milieu,CORBAK,2012-05-24,"[JANE BIRKIN, NICOLAS FRAISSINET]",,"(47.0131911, 6.703647699999999)"
890,La Chaux du Milieu,CORBAK,2012-05-25,"[BAUCHKLANG, MNOZIL BRASS, JULIETTE]",,"(47.0131911, 6.703647699999999)"
891,La Chaux du Milieu,CORBAK,2012-05-26,"[LES PETITS CHANTEURS A LA GUEULE DE BOIS, MIOSSEC, DEBOUT SUR LE ZINC]",,"(47.0131911, 6.703647699999999)"
892,Crissier,BLUES RULES CRISSIER,2012-05-27,[ATATURK BAND],,"(46.55186870000001, 6.5743458)"
893,Yverdon Les Bains,SONISPHERE SUISSE,2012-05-30,[METALLICA],,"(46.7784736, 6.641183)"
894,Neuchatel,FESTI NEUCH,2012-05-31,[MARILYN MANSON],,"(46.9899874, 6.9292732)"
895,Pully,PULLY A L'HEURE DU QUEBEC,2012-06-01,[ISABELLE BOULAY],,"(46.5092681, 6.6654949)"
896,Neuchatel,FESTI NEUCH,2012-06-02,[THOMAS FERSEN],,"(46.9899874, 6.9292732)"
897,Pully,PULLY A L'HEURE DU QUEBEC,2012-06-03,[VERONIC DICAIRE],,"(46.5092681, 6.6654949)"
898,Pully,PULLY A L'HEURE DU QUEBEC,2012-06-04,[FRED PELLERIN],,"(46.5092681, 6.6654949)"
899,Pully,PULLY A L'HEURE DU QUEBEC,2012-06-05,[LES VULGAIRES MACHINS],,"(46.5092681, 6.6654949)"
900,Sierre,SISMICS FESTIVAL,2012-06-06,[WHO'S NEXT],,"(46.29413110000001, 7.533536199999999)"
901,Sierre,SISMICS FESTIVAL,2012-06-07,[MERCURY FALL (ALEX CAGLI)],,"(46.29413110000001, 7.533536199999999)"
902,Sierre,SISMICS FESTIVAL,2012-06-08,[IMPERIAL TABASCO],,"(46.29413110000001, 7.533536199999999)"
903,Pully,PULLY A L'HEURE DU QUEBEC,2012-06-09,[ROBERT CHARLEBOIS],,"(46.5092681, 6.6654949)"
904,Pratteln,METALFEST,2012-06-10,[KREATOR],,"(47.5183198, 7.6919889)"
905,Delle,PORRENTRUY-DELLE JAZZ FESTIVAL,2012-06-15,[CHERRY SWING],,"(47.50752, 6.997808)"
906,Delle,PORRENTRUY-DELLE JAZZ FESTIVAL,2012-06-16,[CHERRY SWING],,"(47.50752, 6.997808)"
907,Interlaken,GREENFIELD,2012-06-17,[BREAKDOWN OF SANITY],,"(46.6863481, 7.863204899999999)"
908,Wohlen,TOUCH THE LAKE,2012-06-21,[PITBULL],,"(47.3493653, 8.2768762)"
909,Wohlen,TOUCH THE LAKE,2012-06-22,[CYPRESS HILL],,"(47.3493653, 8.2768762)"
910,Wohlen,TOUCH THE LAKE,2012-06-23,[WU TANG CLAN],,"(47.3493653, 8.2768762)"
911,Cully,LAVAUX CLASSIQUE,2012-06-24,[GIOVANNI BELLUCCI],,"(46.4895985, 6.7290888)"
912,Cully,LAVAUX CLASSIQUE,2012-06-26,[GERARD WYSS],,"(46.4895985, 6.7290888)"
913,Geneve,L'AMR AUX CROPETTES,2012-06-27,[LINE PROJECT],,"(46.2043907, 6.1431577)"
914,Saint Gallen,OPEN AIR DE SAINT GALLEN,2012-06-28,[DANKO JONES],,"(47.4244818, 9.3767173)"
915,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2012-06-29,[TM JUKE],,"(46.29413110000001, 7.533536199999999)"
916,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2012-06-30,[AWESOME TAPES FROM AFRICA],,"(46.29413110000001, 7.533536199999999)"
917,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2012-07-01,[REMY KOLPA KOPOUL AKA PRINCESS JORGE (DJ RKK)],,"(46.29413110000001, 7.533536199999999)"
918,Geneve,MUSIQUES EN ETE,2012-07-02,"[SEIJI OZAWA, TAKE 6]",,"(46.2043907, 6.1431577)"
919,Montreux,MONTREUX JAZZ FESTIVAL,2012-07-03,"[KATIE MELUA, PACO DE LUCIA]",,"(46.4312213, 6.9106799)"
920,Montreux,MONTREUX JAZZ FESTIVAL,2012-07-04,"[NOEL GALLAGHER'S HIGH FLYING BIRDS, LANA DEL REY]",,"(46.4312213, 6.9106799)"
921,Sursee,SUMMER SOUND SUISSE,2012-07-05,[PETER MAFFAY],,"(47.1714819, 8.111131199999999)"
922,Sursee,SUMMER SOUND SUISSE,2012-07-06,[MILOW],,"(47.1714819, 8.111131199999999)"
923,Sursee,SUMMER SOUND SUISSE,2012-07-07,[BRYAN ADAMS],,"(47.1714819, 8.111131199999999)"
924,Frauenfeld,OPENAIR FRAUENFELD,2012-07-08,[SEAN PAUL],,"(47.5535997, 8.8987541)"
925,Geneve,MUSIQUES EN ETE,2012-07-09,[STEFON HARRIS],,"(46.2043907, 6.1431577)"
926,Geneve,MUSIQUES EN ETE,2012-07-10,[OPERA DE CHAMBRE DE GENEVE],,"(46.2043907, 6.1431577)"
927,Geneve,MUSIQUES EN ETE,2012-07-11,[EL GUSTO],,"(46.2043907, 6.1431577)"
928,Locarno,MOON AND STARS,2012-07-12,[ELTON JOHN],,"(46.16699879999999, 8.7942643)"
929,Geneve,MUSIQUES EN ETE,2012-07-13,[YVES JAMAIT],,"(46.2043907, 6.1431577)"
930,Locarno,MOON AND STARS,2012-07-14,[LAURA PAUSINI],,"(46.16699879999999, 8.7942643)"
931,Geneve,MUSIQUES EN ETE,2012-07-15,[WEST EASTERN DIVAN ORCHESTRA],,"(46.2043907, 6.1431577)"
932,Nyon,PALEO FESTIVAL,2012-07-17,[MANU CHAO LA VENTURA],,"(46.3832683, 6.2347852)"
933,Nyon,PALEO FESTIVAL,2012-07-18,[THE CURE],,"(46.3832683, 6.2347852)"
934,Nyon,PALEO FESTIVAL,2012-07-19,[STING],,"(46.3832683, 6.2347852)"
935,Nyon,PALEO FESTIVAL,2012-07-20,[LENNY KRAVITZ],,"(46.3832683, 6.2347852)"
936,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-07-21,[FRANCOIS XAVIER POIZAT],,"(46.2105553, 6.2317139)"
937,Geneve,MUSIQUES EN ETE,2012-07-23,[ELIANE ELIAS],,"(46.2043907, 6.1431577)"
938,Geneve,MUSIQUES EN ETE,2012-07-24,[XAVIER DE MAISTRE],,"(46.2043907, 6.1431577)"
939,Geneve,MUSIQUES EN ETE,2012-07-25,[GRAND PIANORAMAX],,"(46.2043907, 6.1431577)"
940,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-07-26,[NADEGE ROCHAT],,"(46.2105553, 6.2317139)"
941,Etziken,OPENAIR ETZIKEN,2012-07-27,[THE DELILAHS],,"(47.1876571, 7.6484107)"
942,Etziken,OPENAIR ETZIKEN,2012-07-28,[BASTIAN BAKER],,"(47.1876571, 7.6484107)"
943,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-07-29,[QUATUOR AVIV],,"(46.2105553, 6.2317139)"
944,Geneve,MUSIQUES EN ETE,2012-07-30,[DAVE HOLLAND],,"(46.2043907, 6.1431577)"
945,Martigny,PALP FESTIVAL (PLACE A LA PLACE),2012-07-31,[ARC IRIS],,"(46.1049798, 7.075533399999999)"
946,Geneve,FETES DE GENEVE,2012-08-01,[CISCO HERZHAFT],,"(46.2043907, 6.1431577)"
947,Porrentruy,ROCK AIR PORRENTRUY,2012-08-02,[KILLBODY TUNING],,"(47.416647, 7.0765657)"
948,Porrentruy,ROCK AIR PORRENTRUY,2012-08-03,[HEADCHARGER],,"(47.416647, 7.0765657)"
949,Porrentruy,ROCK AIR PORRENTRUY,2012-08-04,[MADJIVE],,"(47.416647, 7.0765657)"
950,Porrentruy,ROCK AIR PORRENTRUY,2012-08-05,[GIRLS IN THE KITCHEN],,"(47.416647, 7.0765657)"
951,Geneve,MUSIQUES EN ETE,2012-08-06,[JESSE DAVIS],,"(46.2043907, 6.1431577)"
952,Geneve,MUSIQUES EN ETE,2012-08-07,[QUATUOR MODIGLIANI],,"(46.2043907, 6.1431577)"
953,Geneve,MUSIQUES EN ETE,2012-08-08,[TARRUS RILEY],,"(46.2043907, 6.1431577)"
954,Martigny,PALP FESTIVAL (PLACE A LA PLACE),2012-08-09,[DJ DAISY  aka MANDRAGORE],,"(46.1049798, 7.075533399999999)"
955,Yvoire,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-08-10,[FRANCOISE CHOVEAUX],,"(46.368685, 6.325756)"
956,Zurich,STREET BASS FESTIVAL,2012-08-11,[FEED ME],,"(47.3768866, 8.541694)"
957,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-08-12,[KYRILL RYBAKOV],,"(46.2105553, 6.2317139)"
958,Geneve,MUSIQUES EN ETE,2012-08-14,[CUARTETO CASALS],,"(46.2043907, 6.1431577)"
959,Geneve,MUSIQUES EN ETE,2012-08-15,[GYPSY SOUND SYSTEM],,"(46.2043907, 6.1431577)"
960,Le Locle,ROCK ALTITUDE,2012-08-16,[NADA SURF],,"(47.0577195, 6.7487354)"
961,Estavayer le Lac,SWING IN THE WIND - SWINGIN,2012-08-17,"[SAXITUDE, RED HOT SERENADERS, JACKY MILLIET, FRANK SALIS, SEPTETO NACIONAL]",,"(46.8496401, 6.845060800000001)"
962,Estavayer le Lac,SWING IN THE WIND - SWINGIN,2012-08-18,"[SAXITUDE, QUATUORGANIC, MARCO MARCHI & THE MOJO WORKERS, NICOLE HERZOG, JEAN PHILIPPE SCALI]",,"(46.8496401, 6.845060800000001)"
963,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-08-19,[ORCHESTRE DE LA SUISSE ROMANDE],,"(46.2105553, 6.2317139)"
964,Geneve,MUSIQUES EN ETE,2012-08-22,[SMOD],,"(46.2043907, 6.1431577)"
965,Munchenstein,SUMMERSTAGE BASEL,2012-08-23,[SPORTFREUNDE STILLER],,"(47.5226485, 7.6150661)"
966,Estavayer le Lac,SWING IN THE WIND - SWINGIN,2012-08-24,"[L'CHAIM, ROGER ROBERT & BOOGIE PIANO, CHARLIE MORRIS, SONYA PINCON, PG PROJECT JAZZ]",,"(46.8496401, 6.845060800000001)"
967,Estavayer le Lac,SWING IN THE WIND - SWINGIN,2012-08-25,"[L'CHAIM, JABASWING, LA STRAPATA, FLAVIO BOLTRO, MZ DEE]",,"(46.8496401, 6.845060800000001)"
968,Estavayer le Lac,SWING IN THE WIND - SWINGIN,2012-08-26,[THE BIG EASY],,"(46.8496401, 6.845060800000001)"
969,Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2012-08-27,[YUJA WANG],,"(46.4829113, 6.458343500000001)"
970,Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2012-08-29,[MURRAY PERAHIA],,"(46.4829113, 6.458343500000001)"
971,Montreux,SEPTEMBRE MUSICAL,2012-08-30,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
972,Montreux,SEPTEMBRE MUSICAL,2012-08-31,[ROYAL PHILHARMONIC ORCHESTRA BRASS ENSEMBLE],,"(46.4312213, 6.9106799)"
973,Montreux,SEPTEMBRE MUSICAL,2012-09-01,[THE LONDON PHILHARMONIC ORCHESTRA],,"(46.4312213, 6.9106799)"
974,Montreux,SEPTEMBRE MUSICAL,2012-09-02,[THE LONDON PHILHARMONIC ORCHESTRA],,"(46.4312213, 6.9106799)"
975,Veytaux,SEPTEMBRE MUSICAL,2012-09-03,[QUATUOR TANA],,"(46.42071019999999, 6.9286409)"
976,Montreux,SEPTEMBRE MUSICAL,2012-09-04,[ORCHESTRE PHILHARMONIQUE DE SAINT PETERSBOURG],,"(46.4312213, 6.9106799)"
977,Veytaux,SEPTEMBRE MUSICAL,2012-09-05,[SERGEY MALOV],,"(46.42071019999999, 6.9286409)"
978,Veytaux,SEPTEMBRE MUSICAL,2012-09-06,[ALINA POGOSTKINA],,"(46.42071019999999, 6.9286409)"
979,Villars,VILLARS DE VIVRE,2012-09-07,"[PIAZZOLLA, 4 SAISONS DE TANGO (ART EN CIEL), FREDERIC RECROSIO, MONTREUX (Tribute to Freddie Mercury)]",,"(46.3, 7.05)"
980,Villars,VILLARS DE VIVRE,2012-09-08,"[VILLARS VANGUARD  JAZZ ORCHESTRA, THE EIGHT KILLERS (BLUES BROTHERS SHOW), LIFRE CHANGE]",,"(46.3, 7.05)"
981,Villars,VILLARS DE VIVRE,2012-09-09,"[SONIA GRIMM, MACADAM JAZZ BAND, ANDREAS VENTOURAS, SWISS COMEDY CLUB]",,"(46.3, 7.05)"
982,Geneve,FESTIVAL DE LA BATIE,2012-09-10,[ONEOHTRIX POINT NEVER /OPN],,"(46.2043907, 6.1431577)"
983,Vevey,SEPTEMBRE MUSICAL,2012-09-11,"[OPERA STUDIO DE GENEVE, OPERA STUDIO DE GENEVE]",,"(46.4628333, 6.8419192)"
984,Geneve,FESTIVAL DE LA BATIE,2012-09-12,[MAXENCE CYRIN],,"(46.2043907, 6.1431577)"
985,Geneve,FESTIVAL DE LA BATIE,2012-09-13,[WOODKID],,"(46.2043907, 6.1431577)"
986,Carouge,FESTIVAL DE LA BATIE,2012-09-14,[VVOLVES],,"(46.1829674, 6.1378539)"
987,Geneve,FESTIVAL DE LA BATIE,2012-09-15,"[DJ OOF, RUDY DECELIERE]",,"(46.2043907, 6.1431577)"
988,Zurich,CHANSONS EN STOK,2012-09-18,[TITI ZARO],,"(47.3768866, 8.541694)"
989,Lausanne,LAUSANNE UNDERGROUND FILM & MUSIC FESTIVAL (LUFF),2012-09-19,[MAJA RATKJE],,"(46.5196535, 6.6322734)"
990,Zurich,CHANSONS EN STOK,2012-09-20,[PIERRE LAUTOMNE],,"(47.3768866, 8.541694)"
991,Zurich,CHANSONS EN STOK,2012-09-21,"[LES CHERCHEURS D'OR, JULIE AUBE]",,"(47.3768866, 8.541694)"
992,Zurich,CHANSONS EN STOK,2012-09-22,[GINKGOA],,"(47.3768866, 8.541694)"
993,Zurich,CHANSONS EN STOK,2012-09-23,[MORAN],,"(47.3768866, 8.541694)"
994,Zurich,THIS IS TIGERR,2012-09-24,"[REN HARVIEU, BLAUDZUN]",,"(47.3768866, 8.541694)"
995,Zurich,THIS IS TIGERR,2012-09-25,"[WE WERE EVERGREEN, SAINT MICHEL, TOY, BEN CAPLAN AND THE CASUAL SMOKERS]",,"(47.3768866, 8.541694)"
996,Zurich,THIS IS TIGERR,2012-09-26,"[CAANDIDES, BENJAMIN FRANCIS LEFTWICH]",,"(47.3768866, 8.541694)"
997,Zurich,THIS IS TIGERR,2012-09-27,"[GREAT MOUNTAIN FIRE, CLARA LUZIA]",,"(47.3768866, 8.541694)"
998,Zurich,THIS IS TIGERR,2012-09-28,"[DON RIMINI, ELISA JO]",,"(47.3768866, 8.541694)"
999,Geneve,THIS IS TIGERR,2012-09-29,[RUDIMENTAL],,"(46.2043907, 6.1431577)"
1000,Soleure,INSANE FESTIVAL,2012-10-04,[WE LOVE MACHINES],,"(47.2088348, 7.532291)"
1001,Sion,JAZZCONTREBAND,2012-10-05,[L'IRONIE DU SON],,"(46.2331221, 7.360625999999999)"
1002,Thonon Les Bains,JAZZCONTREBAND,2012-10-06,[IBRAHIM MAALOUF],,"(46.373565, 6.477634999999999)"
1003,Yverdon Les Bains,JAZZCONTREBAND,2012-10-07,[MARC PERRENOUD],,"(46.7784736, 6.641183)"
1004,Annecy,JAZZCONTREBAND,2012-10-10,[GAUTHIER TOUX],,"(45.899247, 6.129384)"
1005,Onex,JAZZCONTREBAND,2012-10-11,[FLORIN NICULESCU],,"(46.183541, 6.1002345)"
1006,Vevey,ROCK N ORGE,2012-10-12,[LA RENARDE],,"(46.4628333, 6.8419192)"
1007,Vevey,ROCK N ORGE,2012-10-13,[REBEL FEST],,"(46.4628333, 6.8419192)"
1008,Geneve,JAZZCONTREBAND,2012-10-15,[PATRICIA TONDREAU],,"(46.2043907, 6.1431577)"
1009,Seynod,JAZZCONTREBAND,2012-10-16,[MARC DUCRET],,"(45.8890357, 6.102035799999999)"
1010,Lausanne,LAUSANNE UNDERGROUND FILM & MUSIC FESTIVAL (LUFF),2012-10-17,[YAN JUN],,"(46.5196535, 6.6322734)"
1011,Lausanne,LAUSANNE UNDERGROUND FILM & MUSIC FESTIVAL (LUFF),2012-10-18,[GILLES AUBRY],,"(46.5196535, 6.6322734)"
1012,Divonne Les Bains,JAZZCONTREBAND,2012-10-19,[TRIO JOUBRAN],,"(46.358168, 6.136039999999999)"
1013,Lausanne,LAUSANNE UNDERGROUND FILM & MUSIC FESTIVAL (LUFF),2012-10-20,[OI POLLOI],,"(46.5196535, 6.6322734)"
1014,Annemasse,JAZZCONTREBAND,2012-10-23,[MARCUS MILLER],,"(46.19325300000001, 6.234158)"
1015,Nyon,NYON'S ON FIRE,2012-10-26,[AS THEY BURN],,"(46.3832683, 6.2347852)"
1016,Nyon,NYON'S ON FIRE,2012-10-27,[PUNISH YOURSELF],,"(46.3832683, 6.2347852)"
1017,Lausanne,JAZZ ONZE +,2012-10-31,[JOE LOVANO],,"(46.5196535, 6.6322734)"
1018,Lausanne,JAZZ ONZE +,2012-11-01,"[DAVE LIEBMAN, FAUVE]",,"(46.5196535, 6.6322734)"
1019,Lausanne,JAZZ ONZE +,2012-11-02,"[PIERRE LUC VALLET, DIRECTION SURVET]",,"(46.5196535, 6.6322734)"
1020,Montreux,MONTREUX JAZZ FESTIVAL,2012-11-03,[MAURANE],,"(46.4312213, 6.9106799)"
1021,Lausanne,JAZZ ONZE +,2012-11-04,[SAMUEL HUGUENIN],,"(46.5196535, 6.6322734)"
1022,Lausanne,METROPOP FESTIVAL,2012-11-08,[WAX TAILOR],,"(46.5196535, 6.6322734)"
1023,Fontaine,TRANSVOISINES,2012-11-09,[MODERN FOLKS],,"(-11.6653222, 27.4847982)"
1024,Carouge,TRANSVOISINES,2012-11-10,[BROADWAY / B R OAD WAY],,"(46.1829674, 6.1378539)"
1025,Bern,HEARTLAND,2012-11-15,[ELFIN SADDLE],,"(46.9479739, 7.4474468)"
1026,Bern,HEARTLAND,2012-11-16,[GODSPEED YOU ! BLACK EMPEROR],,"(46.9479739, 7.4474468)"
1027,Paris,HEARTLAND,2012-11-17,[DO MAKE SAY THINK],,"(48.856614, 2.3522219)"
1028,Paris,HEARTLAND,2012-11-18,[THEE SILVER MT ZION MEMORIAL],,"(48.856614, 2.3522219)"
1029,Bern,FESTIVAL SAINT GHETTO,2012-11-22,[DAVID MARANHA (OSSO EXOTICO)],,"(46.9479739, 7.4474468)"
1030,Bern,FESTIVAL SAINT GHETTO,2012-11-24,[TUXEDOMOON],,"(46.9479739, 7.4474468)"
1031,Geneve,TAMBOUR BATTANT FESTIVAL,2012-11-28,[LIMANIYA],,"(46.2043907, 6.1431577)"
1032,Geneve,TAMBOUR BATTANT FESTIVAL,2012-11-29,[SIDI TOURE],,"(46.2043907, 6.1431577)"
1033,Geneve,TAMBOUR BATTANT FESTIVAL,2012-11-30,[PIE TSHIBANDA],,"(46.2043907, 6.1431577)"
1034,Geneve,TAMBOUR BATTANT FESTIVAL,2012-12-01,[MOKOBE],,"(46.2043907, 6.1431577)"
1035,Geneve,TAMBOUR BATTANT FESTIVAL,2012-12-02,[CORALIA RODRIGUEZ],,"(46.2043907, 6.1431577)"
1036,Geneve,TAMBOUR BATTANT FESTIVAL,2012-12-08,[PEDRO KOUYATE],,"(46.2043907, 6.1431577)"
1037,Geneve,PRESENCES ELECTRONIQUES A GENEVE,2013-01-11,"[SPEEDY J, MORITZ VON OSWALD]",,"(46.2043907, 6.1431577)"
1038,Geneve,PRESENCES ELECTRONIQUES A GENEVE,2013-01-12,"[AUTOKRATZ, EMIKA]",,"(46.2043907, 6.1431577)"
1039,Meyrin,ANTIGEL,2013-01-26,[PEACHES],,"(46.2283204, 6.070988)"
1040,Meyrin,ANTIGEL,2013-01-27,[LULUXPO],,"(46.2283204, 6.070988)"
1041,Confignon,ANTIGEL,2013-01-28,[POLE],,"(46.1740305, 6.0835592)"
1042,Geneve,ANTIGEL,2013-01-29,[MATTHEW E. WHITE],,"(46.2043907, 6.1431577)"
1043,Pregny,ANTIGEL,2013-01-31,[EMILY WELLS],,"(46.2420331, 6.1435559)"
1044,Le Lignon,ANTIGEL,2013-02-03,[MAMA ROSIN],,"(46.203703, 6.0961889)"
1045,Confignon,ANTIGEL,2013-02-04,[BERNHARD FLEISCHMANN],,"(46.1740305, 6.0835592)"
1046,Meyrin,ANTIGEL,2013-02-05,[LULUXPO],,"(46.2283204, 6.070988)"
1047,Veyrier,ANTIGEL,2013-02-06,[LIZ GREEN],,"(46.1685728, 6.1689583)"
1048,Perly-Certoux,ANTIGEL,2013-02-07,[BARBOUZE DE CHEZ FIOR],,"(46.1553483, 6.0945809)"
1049,Plan les Ouates,ANTIGEL,2013-02-08,[MARC RIBOT],,"(46.1668075, 6.1145793)"
1050,Les Acacias,ANTIGEL,2013-02-09,[KODE 9],,"(46.1829674, 6.1378539)"
1051,Vandoeuvres sur Gen̬ve,ANTIGEL,2013-02-10,[HAUSCHKA],,
1052,Geneve,LES TRAVERSES MUSICALES,2013-02-22,[BROUSSAI],,"(46.2043907, 6.1431577)"
1053,Geneve,LES TRAVERSES MUSICALES,2013-02-23,[SUMO],,"(46.2043907, 6.1431577)"
1054,Veytaux,INFERNO,2013-03-14,[WARDRUNA],,"(46.42071019999999, 6.9286409)"
1055,Lausanne,INFERNO,2013-03-15,[SAMAEL],,"(46.5196535, 6.6322734)"
1056,Lausanne,INFERNO,2013-03-16,[DARK FUNERAL],,"(46.5196535, 6.6322734)"
1057,Lausanne,THIS IS TIGERR,2013-03-22,[EGYPTIAN HIP HOP],,"(46.5196535, 6.6322734)"
1058,Lausanne,MOTION OPENAIR,2013-03-28,[CHUCKIE],,"(46.5196535, 6.6322734)"
1059,Lausanne,MOTION OPENAIR,2013-03-29,[MOSIMANN],,"(46.5196535, 6.6322734)"
1060,Lausanne,MOTION OPENAIR,2013-03-30,[JUSTICE],,"(46.5196535, 6.6322734)"
1061,Lausanne,MOTION OPENAIR,2013-03-31,[HARDWELL],,"(46.5196535, 6.6322734)"
1062,Bale (Basel),SONIC,2013-04-27,[DJ PURE],,"(47.5595986, 7.5885761)"
1063,Lausanne,BALELEC,2013-05-03,[NETSKY],,"(46.5196535, 6.6322734)"
1064,Bulle,FRANCOMANIAS,2013-05-07,[JACQUES HIGELIN],,"(46.6154512, 7.057726799999999)"
1065,Geneve,MAPPING FESTIVAL,2013-05-08,"[ROCKWELL, LEGOWELT]",,"(46.2043907, 6.1431577)"
1066,Geneve,MAPPING FESTIVAL,2013-05-09,"[YI PING YANG, ALEX SMOKE]",,"(46.2043907, 6.1431577)"
1067,Geneve,MAPPING FESTIVAL,2013-05-10,"[GANGPOL & MIT ""RADIO MINUS SOUND SYSTEM"", KANGDING RAY, PANGAEA]",,"(46.2043907, 6.1431577)"
1068,Geneve,MAPPING FESTIVAL,2013-05-11,[SONJA MOONEAR],,"(46.2043907, 6.1431577)"
1069,La Chaux du Milieu,CORBAK,2013-05-15,[ERIK TRUFFAZ],,"(47.0131911, 6.703647699999999)"
1070,La Chaux du Milieu,CORBAK,2013-05-16,[MAIA VIDAL],,"(47.0131911, 6.703647699999999)"
1071,Yverdon Les Bains,SWISS PSYCH FEST,2013-05-17,[THE FORKS],,"(46.7784736, 6.641183)"
1072,Yverdon Les Bains,SWISS PSYCH FEST,2013-05-18,[THE BLACK WILLOWS],,"(46.7784736, 6.641183)"
1073,Winterthur,AFRO - PFINGSTEN,2013-05-19,"[ACOUSTIC AFRICA, SALIF KEITA]",,"(47.4988196, 8.723688899999999)"
1074,Duedingen,BAD BONN KILBI,2013-05-23,[MY BLOODY VALENTINE],,"(46.8464198, 7.191017899999999)"
1075,Lausanne,BALEINEV,2013-05-24,[BALTHAZAR],,"(46.5196535, 6.6322734)"
1076,Duedingen,BAD BONN KILBI,2013-05-25,[SPECK],,"(46.8464198, 7.191017899999999)"
1077,Sierre,SISMICS FESTIVAL,2013-05-29,[EMILIE BOURGEOIS & TRIO POP CORDES],,"(46.29413110000001, 7.533536199999999)"
1078,Sierre,SISMICS FESTIVAL,2013-05-30,[DJ UNSEEN],,"(46.29413110000001, 7.533536199999999)"
1079,Sierre,SISMICS FESTIVAL,2013-05-31,[SOLA KAMBA],,"(46.29413110000001, 7.533536199999999)"
1080,Sierre,SISMICS FESTIVAL,2013-06-01,[EMILIE VUISSOZ AKA SORCIERE BLANCHE],,"(46.29413110000001, 7.533536199999999)"
1081,Fribourg,FESTIVAL INTERNATIONAL DU LIED,2013-06-02,[MICHAEL SCHADE],,"(46.8064773, 7.161971899999999)"
1082,Pully,FESTIVAL'ENTRE2,2013-06-05,"[GAETAN, PIERROT LE FOU, JULIANAH]",,"(46.5092681, 6.6654949)"
1083,Pully,FESTIVAL'ENTRE2,2013-06-06,"[PIERRE LAUTOMNE, LUDIANE PIVOINE, KIF KIF]",,"(46.5092681, 6.6654949)"
1084,Pully,FESTIVAL'ENTRE2,2013-06-07,"[CARROUSEL, SORAYA KSONTINI]",,"(46.5092681, 6.6654949)"
1085,Delle,PORRENTRUY-DELLE JAZZ FESTIVAL,2013-06-08,[ERIC SOUM],,"(47.50752, 6.997808)"
1086,Pully,FESTIVAL'ENTRE2,2013-06-09,[JO / JOSE METTRAUX],,"(46.5092681, 6.6654949)"
1087,Interlaken,GREENFIELD,2013-06-13,[RAMMSTEIN],,"(46.6863481, 7.863204899999999)"
1088,Murten,STARS OF SOUNDS,2013-06-14,[KROKUS],,"(46.92922110000001, 7.120184)"
1089,Murten,STARS OF SOUNDS,2013-06-15,[BASTIAN BAKER],,"(46.92922110000001, 7.120184)"
1090,Bad Ragaz,QUELLROCK,2013-06-21,[THE BASEBALLS],,"(47.0034141, 9.501106199999999)"
1091,Bad Ragaz,QUELLROCK,2013-06-22,[PEACOCKS],,"(47.0034141, 9.501106199999999)"
1092,Cully,LAVAUX CLASSIQUE,2013-06-23,"[ENSEMBLE CONTEMPORAIN DU CONSERVATOIRE DE LAUSANNE, GERARD WYSS, QUATUOR TERPSYCORDES]",,"(46.4895985, 6.7290888)"
1093,Cully,LAVAUX CLASSIQUE,2013-06-25,[NIKOLAI LUGANSKY],,"(46.4895985, 6.7290888)"
1094,Cully,LAVAUX CLASSIQUE,2013-06-26,[JULIUS DRAKE],,"(46.4895985, 6.7290888)"
1095,Saint Gallen,OPEN AIR DE SAINT GALLEN,2013-06-27,[ROYAL REPUBLIC],,"(47.4244818, 9.3767173)"
1096,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2013-06-28,[THEO PARRISH],,"(46.29413110000001, 7.533536199999999)"
1097,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2013-06-29,[AZAXX (DJ)],,"(46.29413110000001, 7.533536199999999)"
1098,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2013-06-30,[JUKEBOX CHAMPIONS],,"(46.29413110000001, 7.533536199999999)"
1099,Geneve,MUSIQUES EN ETE,2013-07-04,[ORCHESTRE DE LA SUISSE ROMANDE],,"(46.2043907, 6.1431577)"
1100,Zurich,TOUCH THE LAKE,2013-07-05,[ONYX],,"(47.3768866, 8.541694)"
1101,Zurich,TOUCH THE LAKE,2013-07-06,[SNOWGOONS],,"(47.3768866, 8.541694)"
